,Date,Play,SecLeft,Shooter,ShotOutcome,ShotType
2909449,2016-03-18,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),118,S. Curry - curryst01,make,3-pt jump shot
2913827,2016-03-19,S. Curry misses 3-pt jump shot from 28 ft,47,S. Curry - curryst01,miss,3-pt jump shot
2913838,2016-03-19,S. Curry misses 3-pt jump shot from 25 ft,12,S. Curry - curryst01,miss,3-pt jump shot
2913845,2016-03-19,S. Curry misses 3-pt jump shot from 26 ft,0,S. Curry - curryst01,miss,3-pt jump shot
2927807,2016-03-23,S. Curry makes 2-pt layup at rim,68,S. Curry - curryst01,make,2-pt layup
2927811,2016-03-23,S. Curry makes 2-pt layup from 1 ft,41,S. Curry - curryst01,make,2-pt layup
2951311,2016-03-30,S. Curry misses 3-pt jump shot from 25 ft,100,S. Curry - curryst01,miss,3-pt jump shot
2959116,2016-04-01,S. Curry makes 2-pt layup from 2 ft,89,S. Curry - curryst01,make,2-pt layup
2959120,2016-04-01,S. Curry misses 3-pt jump shot from 23 ft,55,S. Curry - curryst01,miss,3-pt jump shot
2959137,2016-04-01,S. Curry misses 3-pt jump shot from 27 ft,5,S. Curry - curryst01,miss,3-pt jump shot
2971174,2016-04-05,S. Curry misses 3-pt jump shot from 25 ft,84,S. Curry - curryst01,miss,3-pt jump shot
2983411,2016-04-09,S. Curry misses 2-pt layup from 2 ft,61,S. Curry - curryst01,miss,2-pt layup
2983418,2016-04-09,S. Curry misses 3-pt jump shot from 25 ft,31,S. Curry - curryst01,miss,3-pt jump shot
2983420,2016-04-09,S. Curry misses 3-pt jump shot from 23 ft,9,S. Curry - curryst01,miss,3-pt jump shot
2988414,2016-04-10,S. Curry makes 2-pt layup from 2 ft,94,S. Curry - curryst01,make,2-pt layup
3028723,2016-05-09,S. Curry misses 3-pt jump shot from 30 ft,67,S. Curry - curryst01,miss,3-pt jump shot
3028732,2016-05-09,S. Curry misses 2-pt jump shot from 11 ft,3,S. Curry - curryst01,miss,2-pt jump shot
3030156,2016-05-11,S. Curry misses 2-pt jump shot from 22 ft,58,S. Curry - curryst01,miss,2-pt jump shot
3030162,2016-05-11,S. Curry makes 3-pt jump shot from 26 ft,25,S. Curry - curryst01,make,3-pt jump shot
3032013,2016-05-16,S. Curry misses 3-pt jump shot from 27 ft,11,S. Curry - curryst01,miss,3-pt jump shot
3032020,2016-05-16,S. Curry misses 3-pt jump shot from 27 ft,7,S. Curry - curryst01,miss,3-pt jump shot
3036002,2016-05-26,S. Curry makes 2-pt layup from 1 ft,62,S. Curry - curryst01,make,2-pt layup
3036932,2016-05-28,S. Curry misses 2-pt layup from 1 ft,61,S. Curry - curryst01,miss,2-pt layup
3037351,2016-05-30,S. Curry makes 3-pt jump shot from 27 ft,27,S. Curry - curryst01,make,3-pt jump shot
3039106,2016-06-10,S. Curry makes 2-pt layup from 1 ft (assist by A. Iguodala),54,S. Curry - curryst01,make,2-pt layup
3040498,2016-06-19,S. Curry misses 3-pt jump shot from 26 ft,74,S. Curry - curryst01,miss,3-pt jump shot
3040503,2016-06-19,S. Curry misses 3-pt jump shot from 26 ft,31,S. Curry - curryst01,miss,3-pt jump shot
3040518,2016-06-19,S. Curry misses 3-pt jump shot from 26 ft,2,S. Curry - curryst01,miss,3-pt jump shot
