,Date,Play,SecLeft,Shooter,ShotOutcome,ShotType
2160068,2019-02-28,S. Curry misses 3-pt jump shot from 26 ft,68,S. Curry - curryst01,miss,3-pt jump shot
2167697,2019-03-02,S. Curry misses 3-pt jump shot from 29 ft,62,S. Curry - curryst01,miss,3-pt jump shot
2167702,2019-03-02,S. Curry makes 2-pt layup from 1 ft,38,S. Curry - curryst01,make,2-pt layup
2196570,2019-03-10,S. Curry misses 3-pt jump shot from 28 ft,23,S. Curry - curryst01,miss,3-pt jump shot
2196581,2019-03-10,S. Curry misses 3-pt jump shot from 30 ft,5,S. Curry - curryst01,miss,3-pt jump shot
2204805,2019-03-13,S. Curry misses 2-pt jump shot from 19 ft,18,S. Curry - curryst01,miss,2-pt jump shot
2222197,2019-03-18,S. Curry misses 2-pt layup from 1 ft (block by L. Aldridge),109,S. Curry - curryst01,miss,2-pt layup
2222199,2019-03-18,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),105,S. Curry - curryst01,make,3-pt jump shot
2222209,2019-03-18,S. Curry misses 3-pt jump shot from 26 ft,14,S. Curry - curryst01,miss,3-pt jump shot
2243537,2019-03-24,S. Curry misses 2-pt jump shot from 18 ft,112,S. Curry - curryst01,miss,2-pt jump shot
2243547,2019-03-24,S. Curry makes 2-pt jump shot from 9 ft (assist by K. Durant),59,S. Curry - curryst01,make,2-pt jump shot
2258068,2019-03-29,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),49,S. Curry - curryst01,make,3-pt jump shot
2285234,2019-04-05,S. Curry misses 3-pt jump shot from 26 ft,95,S. Curry - curryst01,miss,3-pt jump shot
2285241,2019-04-05,S. Curry misses 2-pt jump shot from 19 ft,25,S. Curry - curryst01,miss,2-pt jump shot
2307862,2019-04-15,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),58,S. Curry - curryst01,make,3-pt jump shot
2307870,2019-04-15,S. Curry misses 3-pt jump shot from 27 ft,9,S. Curry - curryst01,miss,3-pt jump shot
2320930,2019-04-24,S. Curry makes 3-pt jump shot from 33 ft,31,S. Curry - curryst01,make,3-pt jump shot
2323649,2019-04-28,S. Curry makes 3-pt jump shot from 29 ft,25,S. Curry - curryst01,make,3-pt jump shot
2325467,2019-04-30,S. Curry misses 3-pt jump shot from 26 ft,58,S. Curry - curryst01,miss,3-pt jump shot
2328001,2019-05-04,S. Curry misses 2-pt layup from 1 ft,101,S. Curry - curryst01,miss,2-pt layup
2329950,2019-05-06,S. Curry misses 3-pt jump shot from 33 ft,23,S. Curry - curryst01,miss,3-pt jump shot
2329952,2019-05-06,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),19,S. Curry - curryst01,make,3-pt jump shot
2329961,2019-05-06,S. Curry misses 3-pt jump shot from 33 ft,3,S. Curry - curryst01,miss,3-pt jump shot
2331871,2019-05-08,S. Curry misses 2-pt jump shot from 16 ft,53,S. Curry - curryst01,miss,2-pt jump shot
2333252,2019-05-10,S. Curry makes 3-pt jump shot from 26 ft,88,S. Curry - curryst01,make,3-pt jump shot
2334661,2019-05-14,S. Curry misses 3-pt jump shot from 27 ft,86,S. Curry - curryse01,miss,3-pt jump shot
2335588,2019-05-16,S. Curry misses 3-pt jump shot from 26 ft,84,S. Curry - curryst01,miss,3-pt jump shot
2335592,2019-05-16,S. Curry makes 3-pt jump shot from 29 ft (assist by C. McCollum),63,S. Curry - curryse01,make,3-pt jump shot
2336557,2019-05-18,S. Curry misses 3-pt jump shot from 26 ft,118,S. Curry - curryse01,miss,3-pt jump shot
2336562,2019-05-18,S. Curry misses 3-pt jump shot from 34 ft,72,S. Curry - curryst01,miss,3-pt jump shot
2337574,2019-05-20,S. Curry misses 3-pt jump shot from 23 ft,55,S. Curry - curryst01,miss,3-pt jump shot
2337578,2019-05-20,S. Curry misses 2-pt layup from 1 ft (block by M. Leonard),11,S. Curry - curryst01,miss,2-pt layup
2340843,2019-06-07,S. Curry makes 2-pt jump shot from 10 ft,88,S. Curry - curryst01,make,2-pt jump shot
2341277,2019-06-10,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Iguodala),82,S. Curry - curryst01,make,3-pt jump shot
