,Date,Play,SecLeft,Shooter,ShotOutcome,ShotType
933787,2020-01-31,D. Lillard makes 2-pt layup at rim,33,D. Lillard - lillada01,make,2-pt layup
956674,2020-02-07,D. Lillard makes 3-pt jump shot from 28 ft,72,D. Lillard - lillada01,make,3-pt jump shot
956677,2020-02-07,D. Lillard makes 2-pt jump shot from 15 ft,42,D. Lillard - lillada01,make,2-pt jump shot
956682,2020-02-07,D. Lillard misses 2-pt layup from 1 ft (block by R. Gobert),13,D. Lillard - lillada01,miss,2-pt layup
964164,2020-02-09,D. Lillard misses 2-pt layup from 4 ft (block by J. Crowder),56,D. Lillard - lillada01,miss,2-pt layup
964167,2020-02-09,D. Lillard makes 2-pt layup at rim,25,D. Lillard - lillada01,make,2-pt layup
1032914,2020-03-06,D. Lillard makes 3-pt jump shot from 31 ft,82,D. Lillard - lillada01,make,3-pt jump shot
1046156,2020-03-10,D. Lillard makes 3-pt jump shot from 36 ft,97,D. Lillard - lillada01,make,3-pt jump shot
1050851,2020-07-31,D. Lillard makes 2-pt layup from 2 ft,109,D. Lillard - lillada01,make,2-pt layup
1056350,2020-08-02,D. Lillard misses 3-pt jump shot from 29 ft,53,D. Lillard - lillada01,miss,3-pt jump shot
1056370,2020-08-02,D. Lillard misses 3-pt jump shot from 42 ft,0,D. Lillard - lillada01,miss,3-pt jump shot
1069351,2020-08-06,D. Lillard makes 2-pt layup from 3 ft,31,D. Lillard - lillada01,make,2-pt layup
1073105,2020-08-08,D. Lillard makes 2-pt layup from 2 ft,41,D. Lillard - lillada01,make,2-pt layup
1073118,2020-08-08,D. Lillard misses 3-pt jump shot from 28 ft,9,D. Lillard - lillada01,miss,3-pt jump shot
1077666,2020-08-09,D. Lillard makes 2-pt layup from 3 ft,90,D. Lillard - lillada01,make,2-pt layup
1077672,2020-08-09,D. Lillard misses 3-pt jump shot from 25 ft,23,D. Lillard - lillada01,miss,3-pt jump shot
1083241,2020-08-11,D. Lillard makes 3-pt jump shot from 33 ft,89,D. Lillard - lillada01,make,3-pt jump shot
1083252,2020-08-11,D. Lillard misses 2-pt jump shot from 18 ft,28,D. Lillard - lillada01,miss,2-pt jump shot
1088877,2020-08-13,D. Lillard misses 2-pt jump shot from 15 ft,79,D. Lillard - lillada01,miss,2-pt jump shot
1095459,2020-08-18,D. Lillard misses 3-pt jump shot from 30 ft,39,D. Lillard - lillada01,miss,3-pt jump shot
1102956,2020-08-22,D. Lillard misses 3-pt jump shot from 27 ft (block by D. Green),82,D. Lillard - lillada01,miss,3-pt jump shot
