,Date,Play,SecLeft,Shooter,ShotOutcome,ShotType
1938750,2018-12-17,D. Lillard misses 2-pt layup from 2 ft,111,D. Lillard - lillada01,miss,2-pt layup
1938754,2018-12-17,D. Lillard makes 2-pt layup from 2 ft,83,D. Lillard - lillada01,make,2-pt layup
1938760,2018-12-17,D. Lillard misses 2-pt layup from 2 ft,47,D. Lillard - lillada01,miss,2-pt layup
1945621,2018-12-19,D. Lillard misses 3-pt jump shot from 25 ft,98,D. Lillard - lillada01,miss,3-pt jump shot
1959731,2018-12-23,D. Lillard makes 2-pt layup from 1 ft (assist by C. McCollum),44,D. Lillard - lillada01,make,2-pt layup
1959735,2018-12-23,D. Lillard misses 2-pt jump shot from 10 ft,13,D. Lillard - lillada01,miss,2-pt jump shot
1969270,2018-12-27,D. Lillard misses 2-pt jump shot from 21 ft,30,D. Lillard - lillada01,miss,2-pt jump shot
1969277,2018-12-27,D. Lillard misses 3-pt jump shot from 28 ft,1,D. Lillard - lillada01,miss,3-pt jump shot
1986640,2019-01-01,D. Lillard makes 2-pt layup from 2 ft,46,D. Lillard - lillada01,make,2-pt layup
1986646,2019-01-01,D. Lillard makes 2-pt layup from 2 ft,15,D. Lillard - lillada01,make,2-pt layup
1997385,2019-01-04,D. Lillard misses 2-pt jump shot from 15 ft,11,D. Lillard - lillada01,miss,2-pt jump shot
1997396,2019-01-04,D. Lillard misses 3-pt jump shot from 36 ft,1,D. Lillard - lillada01,miss,3-pt jump shot
2000561,2019-01-05,D. Lillard misses 3-pt jump shot from 24 ft,100,D. Lillard - lillada01,miss,3-pt jump shot
2007507,2019-01-07,D. Lillard misses 2-pt jump shot from 16 ft,25,D. Lillard - lillada01,miss,2-pt jump shot
2029063,2019-01-13,D. Lillard misses 2-pt jump shot from 17 ft,87,D. Lillard - lillada01,miss,2-pt jump shot
2029073,2019-01-13,D. Lillard makes 2-pt dunk from 1 ft,48,D. Lillard - lillada01,make,2-pt dunk
2029092,2019-01-13,D. Lillard misses 3-pt jump shot from 33 ft,0,D. Lillard - lillada01,miss,3-pt jump shot
2031834,2019-01-14,D. Lillard makes 2-pt jump shot from 17 ft,107,D. Lillard - lillada01,make,2-pt jump shot
2031839,2019-01-14,D. Lillard misses 3-pt jump shot from 29 ft,87,D. Lillard - lillada01,miss,3-pt jump shot
2031867,2019-01-14,D. Lillard misses 3-pt jump shot from 28 ft,15,D. Lillard - lillada01,miss,3-pt jump shot
2055614,2019-01-21,D. Lillard misses 2-pt jump shot from 13 ft,103,D. Lillard - lillada01,miss,2-pt jump shot
2055619,2019-01-21,D. Lillard makes 2-pt jump shot from 18 ft,77,D. Lillard - lillada01,make,2-pt jump shot
2055621,2019-01-21,D. Lillard misses 2-pt layup from 3 ft,44,D. Lillard - lillada01,miss,2-pt layup
2055629,2019-01-21,D. Lillard misses 2-pt jump shot from 12 ft (block by R. Gobert),19,D. Lillard - lillada01,miss,2-pt jump shot
2055631,2019-01-21,D. Lillard misses 2-pt layup from 3 ft,15,D. Lillard - lillada01,miss,2-pt layup
2057078,2019-01-22,D. Lillard makes 2-pt layup from 2 ft,99,D. Lillard - lillada01,make,2-pt layup
2103283,2019-02-05,D. Lillard misses 2-pt jump shot from 8 ft,81,D. Lillard - lillada01,miss,2-pt jump shot
2117623,2019-02-10,D. Lillard misses 2-pt jump shot from 2 ft,74,D. Lillard - lillada01,miss,2-pt jump shot
2117633,2019-02-10,D. Lillard misses 2-pt layup from 4 ft,2,D. Lillard - lillada01,miss,2-pt layup
2123160,2019-02-11,D. Lillard makes 3-pt jump shot from 26 ft (assist by A. Aminu),93,D. Lillard - lillada01,make,3-pt jump shot
2131246,2019-02-13,D. Lillard makes 3-pt jump shot from 32 ft,94,D. Lillard - lillada01,make,3-pt jump shot
2156221,2019-02-27,D. Lillard misses 3-pt jump shot from 27 ft,100,D. Lillard - lillada01,miss,3-pt jump shot
2156225,2019-02-27,D. Lillard misses 2-pt layup from 3 ft,65,D. Lillard - lillada01,miss,2-pt layup
2156231,2019-02-27,D. Lillard makes 2-pt layup from 2 ft (assist by C. McCollum),36,D. Lillard - lillada01,make,2-pt layup
2163999,2019-03-01,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),72,D. Lillard - lillada01,make,3-pt jump shot
2164021,2019-03-01,D. Lillard misses 3-pt jump shot from 70 ft,0,D. Lillard - lillada01,miss,3-pt jump shot
2170164,2019-03-03,D. Lillard makes 2-pt layup from 2 ft,52,D. Lillard - lillada01,make,2-pt layup
2178110,2019-03-05,D. Lillard makes 2-pt layup from 1 ft,111,D. Lillard - lillada01,make,2-pt layup
2178144,2019-03-05,D. Lillard misses 3-pt jump shot from 25 ft,13,D. Lillard - lillada01,miss,3-pt jump shot
2185104,2019-03-07,D. Lillard makes 2-pt jump shot from 7 ft,68,D. Lillard - lillada01,make,2-pt jump shot
2185120,2019-03-07,D. Lillard misses 2-pt jump shot from 12 ft,6,D. Lillard - lillada01,miss,2-pt jump shot
2185143,2019-03-07,D. Lillard misses 3-pt jump shot from 48 ft,0,D. Lillard - lillada01,miss,3-pt jump shot
2210906,2019-03-15,D. Lillard misses 3-pt jump shot from 26 ft,92,D. Lillard - lillada01,miss,3-pt jump shot
2210911,2019-03-15,D. Lillard makes 2-pt jump shot from 6 ft,55,D. Lillard - lillada01,make,2-pt jump shot
2214763,2019-03-16,D. Lillard makes 2-pt layup from 2 ft,68,D. Lillard - lillada01,make,2-pt layup
2214774,2019-03-16,D. Lillard makes 2-pt dunk from 1 ft (assist by E. Turner),36,D. Lillard - lillada01,make,2-pt dunk
2214781,2019-03-16,D. Lillard misses 3-pt jump shot from 25 ft,20,D. Lillard - lillada01,miss,3-pt jump shot
2214783,2019-03-16,D. Lillard makes 2-pt layup from 1 ft,17,D. Lillard - lillada01,make,2-pt layup
2240058,2019-03-23,D. Lillard makes 3-pt jump shot from 27 ft,97,D. Lillard - lillada01,make,3-pt jump shot
2240070,2019-03-23,D. Lillard misses 2-pt jump shot from 5 ft (block by L. Galloway),6,D. Lillard - lillada01,miss,2-pt jump shot
2245907,2019-03-25,D. Lillard misses 2-pt jump shot from 15 ft,46,D. Lillard - lillada01,miss,2-pt jump shot
2245917,2019-03-25,D. Lillard makes 2-pt layup from 2 ft,27,D. Lillard - lillada01,make,2-pt layup
2261225,2019-03-30,D. Lillard misses 2-pt jump shot from 16 ft,108,D. Lillard - lillada01,miss,2-pt jump shot
2261234,2019-03-30,D. Lillard makes 2-pt jump shot from 5 ft,78,D. Lillard - lillada01,make,2-pt jump shot
2261242,2019-03-30,D. Lillard makes 3-pt jump shot from 25 ft (assist by M. Leonard),55,D. Lillard - lillada01,make,3-pt jump shot
2261251,2019-03-30,D. Lillard makes 3-pt jump shot from 24 ft,35,D. Lillard - lillada01,make,3-pt jump shot
2261257,2019-03-30,D. Lillard misses 2-pt layup from 2 ft,23,D. Lillard - lillada01,miss,2-pt layup
2261263,2019-03-30,D. Lillard misses 2-pt jump shot from 1 ft,15,D. Lillard - lillada01,miss,2-pt jump shot
2269555,2019-04-01,D. Lillard makes 2-pt layup from 4 ft,93,D. Lillard - lillada01,make,2-pt layup
2269559,2019-04-01,D. Lillard makes 2-pt layup from 1 ft,78,D. Lillard - lillada01,make,2-pt layup
2284824,2019-04-05,D. Lillard misses 3-pt jump shot from 27 ft,8,D. Lillard - lillada01,miss,3-pt jump shot
2313437,2019-04-19,D. Lillard misses 2-pt layup from 2 ft (block by S. Adams),53,D. Lillard - lillada01,miss,2-pt layup
2317195,2019-04-21,D. Lillard misses 2-pt layup from 2 ft,97,D. Lillard - lillada01,miss,2-pt layup
2320002,2019-04-23,D. Lillard makes 2-pt layup from 2 ft,32,D. Lillard - lillada01,make,2-pt layup
2320005,2019-04-23,D. Lillard makes 3-pt jump shot from 36 ft,0,D. Lillard - lillada01,make,3-pt jump shot
2324526,2019-04-29,D. Lillard misses 3-pt jump shot from 26 ft (block by G. Harris),112,D. Lillard - lillada01,miss,3-pt jump shot
2327358,2019-05-03,D. Lillard makes 2-pt jump shot from 11 ft,31,D. Lillard - lillada01,make,2-pt jump shot
2328971,2019-05-05,D. Lillard makes 2-pt layup from 1 ft,7,D. Lillard - lillada01,make,2-pt layup
2328985,2019-05-05,D. Lillard misses 3-pt jump shot from 45 ft,0,D. Lillard - lillada01,miss,3-pt jump shot
2332801,2019-05-09,D. Lillard misses 2-pt jump shot from 8 ft,110,D. Lillard - lillada01,miss,2-pt jump shot
2333753,2019-05-12,D. Lillard misses 2-pt layup from 5 ft (block by P. Millsap),114,D. Lillard - lillada01,miss,2-pt layup
2335590,2019-05-16,D. Lillard misses 3-pt jump shot from 28 ft,68,D. Lillard - lillada01,miss,3-pt jump shot
2335601,2019-05-16,D. Lillard misses 3-pt jump shot from 28 ft (block by A. Iguodala),4,D. Lillard - lillada01,miss,3-pt jump shot
2337576,2019-05-20,D. Lillard misses 3-pt jump shot from 31 ft,31,D. Lillard - lillada01,miss,3-pt jump shot
2337583,2019-05-20,D. Lillard misses 2-pt hook shot from 5 ft,0,D. Lillard - lillada01,miss,2-pt hook shot
