,Date,Play,SecLeft,Shooter,ShotOutcome,ShotType
2926853,2016-03-23,D. Booker makes 2-pt layup from 2 ft,119,D. Booker - bookede01,make,2-pt layup
2926870,2016-03-23,D. Booker misses 2-pt jump shot from 21 ft,43,D. Booker - bookede01,miss,2-pt jump shot
2938115,2016-03-26,D. Booker makes 2-pt jump shot from 16 ft,76,D. Booker - bookede01,make,2-pt jump shot
2938124,2016-03-26,D. Booker misses 2-pt jump shot from 19 ft,58,D. Booker - bookede01,miss,2-pt jump shot
2938137,2016-03-26,D. Booker misses 2-pt jump shot from 7 ft,18,D. Booker - bookede01,miss,2-pt jump shot
2938139,2016-03-26,D. Booker makes 2-pt layup from 2 ft,16,D. Booker - bookede01,make,2-pt layup
2938149,2016-03-26,D. Booker misses 2-pt jump shot from 8 ft (block by E. Turner),4,D. Booker - bookede01,miss,2-pt jump shot
2943143,2016-03-28,D. Booker makes 2-pt jump shot from 22 ft (assist by B. Knight),94,D. Booker - bookede01,make,2-pt jump shot
2949544,2016-03-30,D. Booker makes 2-pt layup at rim (assist by T. Chandler),108,D. Booker - bookede01,make,2-pt layup
2949571,2016-03-30,D. Booker misses 2-pt jump shot from 16 ft (block by G. Antetokounmpo),16,D. Booker - bookede01,miss,2-pt jump shot
2949573,2016-03-30,D. Booker misses 3-pt jump shot from 30 ft (block by J. Henson),8,D. Booker - bookede01,miss,3-pt jump shot
2959605,2016-04-01,D. Booker misses 3-pt jump shot from 25 ft,25,D. Booker - bookede01,miss,3-pt jump shot
2965053,2016-04-03,D. Booker makes 3-pt jump shot from 24 ft,105,D. Booker - bookede01,make,3-pt jump shot
2976164,2016-04-07,D. Booker misses 3-pt jump shot from 25 ft,39,D. Booker - bookede01,miss,3-pt jump shot
2992879,2016-04-11,D. Booker misses 2-pt jump shot from 13 ft,14,D. Booker - bookede01,miss,2-pt jump shot
