,Date,Play,SecLeft,Shooter,ShotOutcome,ShotType
852680,2020-01-07,D. Booker misses 3-pt jump shot from 25 ft,75,D. Booker - bookede01,miss,3-pt jump shot
852690,2020-01-07,D. Booker misses 3-pt jump shot from 26 ft,46,D. Booker - bookede01,miss,3-pt jump shot
862021,2020-01-10,D. Booker makes 3-pt jump shot from 26 ft,52,D. Booker - bookede01,make,3-pt jump shot
862023,2020-01-10,D. Booker makes 3-pt jump shot from 25 ft,36,D. Booker - bookede01,make,3-pt jump shot
870475,2020-01-12,D. Booker misses 2-pt jump shot from 12 ft,58,D. Booker - bookede01,miss,2-pt jump shot
874217,2020-01-14,D. Booker makes 2-pt dunk from 1 ft,95,D. Booker - bookede01,make,2-pt dunk
898498,2020-01-20,D. Booker makes 2-pt layup from 2 ft,12,D. Booker - bookede01,make,2-pt layup
898517,2020-01-20,D. Booker misses 3-pt jump shot from 33 ft,2,D. Booker - bookede01,miss,3-pt jump shot
916311,2020-01-26,D. Booker misses 3-pt jump shot from 30 ft,7,D. Booker - bookede01,miss,3-pt jump shot
933252,2020-01-31,D. Booker misses 2-pt jump shot from 16 ft,116,D. Booker - bookede01,miss,2-pt jump shot
933264,2020-01-31,D. Booker misses 2-pt jump shot from 12 ft,32,D. Booker - bookede01,miss,2-pt jump shot
933266,2020-01-31,D. Booker misses 3-pt jump shot from 29 ft,28,D. Booker - bookede01,miss,3-pt jump shot
960294,2020-02-08,D. Booker misses 2-pt jump shot from 14 ft,81,D. Booker - bookede01,miss,2-pt jump shot
974922,2020-02-12,D. Booker misses 2-pt jump shot from 15 ft,21,D. Booker - bookede01,miss,2-pt jump shot
981778,2020-02-21,D. Booker misses 3-pt jump shot from 27 ft,103,D. Booker - bookede01,miss,3-pt jump shot
1001790,2020-02-26,D. Booker misses 3-pt jump shot from 26 ft,79,D. Booker - bookede01,miss,3-pt jump shot
1007721,2020-02-28,D. Booker makes 2-pt layup from 2 ft,61,D. Booker - bookede01,make,2-pt layup
1007730,2020-02-28,D. Booker misses 3-pt jump shot from 25 ft,6,D. Booker - bookede01,miss,3-pt jump shot
1007732,2020-02-28,D. Booker makes 2-pt jump shot from 22 ft (assist by D. Ayton),1,D. Booker - bookede01,make,2-pt jump shot
1021830,2020-03-03,D. Booker misses 3-pt jump shot from 23 ft,22,D. Booker - bookede01,miss,3-pt jump shot
1051388,2020-07-31,D. Booker misses 3-pt jump shot from 27 ft,71,D. Booker - bookede01,miss,3-pt jump shot
1058343,2020-08-02,D. Booker misses 2-pt layup from 2 ft,102,D. Booker - bookede01,miss,2-pt layup
1062757,2020-08-04,D. Booker misses 3-pt jump shot from 25 ft,69,D. Booker - bookede01,miss,3-pt jump shot
1062763,2020-08-04,D. Booker makes 2-pt jump shot from 17 ft,34,D. Booker - bookede01,make,2-pt jump shot
1062776,2020-08-04,D. Booker makes 2-pt jump shot from 18 ft,0,D. Booker - bookede01,make,2-pt jump shot
1074615,2020-08-08,D. Booker makes 2-pt jump shot from 22 ft (assist by R. Rubio),50,D. Booker - bookede01,make,2-pt jump shot
1074626,2020-08-08,D. Booker makes 2-pt layup from 3 ft,12,D. Booker - bookede01,make,2-pt layup
