,Date,Play,SecLeft,Shooter,ShotOutcome,ShotType
1485245,2017-02-06,D. Booker misses 2-pt jump shot from 18 ft,100,D. Booker - bookede01,miss,2-pt jump shot
1485253,2017-02-06,D. Booker misses 2-pt jump shot from 4 ft (block by J. Holiday),44,D. Booker - bookede01,miss,2-pt jump shot
1485256,2017-02-06,D. Booker misses 3-pt jump shot from 25 ft,40,D. Booker - bookede01,miss,3-pt jump shot
1485271,2017-02-06,D. Booker misses 3-pt jump shot from 32 ft,22,D. Booker - bookede01,miss,3-pt jump shot
1485275,2017-02-06,D. Booker misses 3-pt jump shot from 26 ft,15,D. Booker - bookede01,miss,3-pt jump shot
1490878,2017-02-08,D. Booker makes 2-pt jump shot from 9 ft,102,D. Booker - bookede01,make,2-pt jump shot
1530836,2017-02-26,D. Booker misses 3-pt jump shot from 29 ft,1,D. Booker - bookede01,miss,3-pt jump shot
1555509,2017-03-05,D. Booker misses 2-pt jump shot from 17 ft,22,D. Booker - bookede01,miss,2-pt jump shot
1563754,2017-03-07,D. Booker makes 3-pt jump shot from 25 ft (assist by T. Warren),21,D. Booker - bookede01,make,3-pt jump shot
1563759,2017-03-07,D. Booker makes 2-pt layup from 1 ft,14,D. Booker - bookede01,make,2-pt layup
1563771,2017-03-07,D. Booker makes 3-pt jump shot from 32 ft,7,D. Booker - bookede01,make,3-pt jump shot
1563775,2017-03-07,D. Booker misses 3-pt jump shot from 57 ft,3,D. Booker - bookede01,miss,3-pt jump shot
1570914,2017-03-09,D. Booker makes 2-pt layup from 1 ft (assist by E. Bledsoe),51,D. Booker - bookede01,make,2-pt layup
1578576,2017-03-11,D. Booker makes 2-pt jump shot from 8 ft,100,D. Booker - bookede01,make,2-pt jump shot
1578579,2017-03-11,D. Booker makes 2-pt layup from 2 ft,76,D. Booker - bookede01,make,2-pt layup
1578583,2017-03-11,D. Booker makes 2-pt jump shot from 11 ft,46,D. Booker - bookede01,make,2-pt jump shot
1578589,2017-03-11,D. Booker makes 2-pt jump shot from 19 ft,1,D. Booker - bookede01,make,2-pt jump shot
1582188,2017-03-12,D. Booker makes 2-pt jump shot from 12 ft,109,D. Booker - bookede01,make,2-pt jump shot
1582190,2017-03-12,D. Booker misses 2-pt jump shot from 10 ft,83,D. Booker - bookede01,miss,2-pt jump shot
1582198,2017-03-12,D. Booker makes 2-pt jump shot from 6 ft,30,D. Booker - bookede01,make,2-pt jump shot
1582200,2017-03-12,D. Booker misses 2-pt jump shot from 20 ft,13,D. Booker - bookede01,miss,2-pt jump shot
1592434,2017-03-15,D. Booker misses 2-pt jump shot from 14 ft (block by G. Temple),45,D. Booker - bookede01,miss,2-pt jump shot
1592439,2017-03-15,D. Booker misses 3-pt jump shot from 26 ft,35,D. Booker - bookede01,miss,3-pt jump shot
1598780,2017-03-17,D. Booker makes 2-pt dunk from 1 ft (assist by A. Williams),89,D. Booker - bookede01,make,2-pt dunk
1598788,2017-03-17,D. Booker misses 2-pt layup from 1 ft,34,D. Booker - bookede01,miss,2-pt layup
1598813,2017-03-17,D. Booker misses 3-pt jump shot from 25 ft (block by A. Gordon),8,D. Booker - bookede01,miss,3-pt jump shot
1621555,2017-03-24,D. Booker makes 3-pt jump shot from 28 ft,118,D. Booker - bookede01,make,3-pt jump shot
1621558,2017-03-24,D. Booker misses 2-pt layup from 1 ft (block by T. Zeller),109,D. Booker - bookede01,miss,2-pt layup
1621560,2017-03-24,D. Booker makes 2-pt layup from 2 ft,108,D. Booker - bookede01,make,2-pt layup
1621563,2017-03-24,D. Booker makes 3-pt jump shot from 25 ft (assist by T. Ulis),79,D. Booker - bookede01,make,3-pt jump shot
1621595,2017-03-24,D. Booker misses 3-pt jump shot from 31 ft,7,D. Booker - bookede01,miss,3-pt jump shot
1621597,2017-03-24,D. Booker misses 2-pt jump shot from 11 ft,3,D. Booker - bookede01,miss,2-pt jump shot
1626942,2017-03-26,D. Booker makes 2-pt jump shot from 15 ft (assist by M. Chriss),41,D. Booker - bookede01,make,2-pt jump shot
1656340,2017-04-02,D. Booker misses 3-pt jump shot from 29 ft,76,D. Booker - bookede01,miss,3-pt jump shot
1664781,2017-04-05,D. Booker misses 3-pt jump shot from 23 ft,109,D. Booker - bookede01,miss,3-pt jump shot
1664812,2017-04-05,D. Booker misses 3-pt jump shot from 26 ft,12,D. Booker - bookede01,miss,3-pt jump shot
1671585,2017-04-07,D. Booker misses 2-pt layup from 2 ft,114,D. Booker - bookede01,miss,2-pt layup
